id,title,section_id,template_id,type_id,priority_id,milestone_id,refs,created_by,created_on,updated_by,updated_on,estimate,estimate_forecast,suite_id,custom_automation_type,custom_description,custom_preconds,custom_steps,custom_expected,custom_steps_separated,custom_mission,custom_goals,section_hierarchy,section_parent_id,section_description
3685497,As a device I want to download files with no authentication,94858,1,7,2,"","TURN-312, TURN-344",23,1536271382,23,1536273626,"","",5232,0,"1. There is a containerized RoR app called 'edge' that acts as a basic file server.
2. Files are segregated by organization.","","1. Open a terminal and do:

a. print to console

`curl <edge url>/<path to file>`

b. save to file

`curl <edge url>/<path to file> -o downloaded_file.txt`

c. verbose

`curl -v <edge url>/<path to file>`

d. illegal!

`curl -v <edge url>/../../../../etc/passwd`","a. Verify the content of the file gets printed to the console.
b. Verify a file is saved into the specified folder, and the contents are equal to the original.
c. Verify you see extended information.
d. Verify you get an error 404. Also rails should rebuild the URL to a valid one (you will be able to see it with the verbose option).","","","",General,"",""
